,description,address1,address2,zip_code,city,state_code,country_code,latitude,longitude
0,HQ,101 Main Street,,02142,Cambridge,MA,USA,42.36233,-71.081527
0,,"1050 Walnut St., Suite 340",,80302,Boulder,CO,USA,40.01621,-105.28131
0,,15 Lewis Street,,06103,Hartford,CT,USA,,
0,Irish Office,,,,Limerick,,IRL,52.6638571,-8.6267726
1,London Office,,,,London,,GBR,51.5001524,-0.1262362
0,,,,80304,Boulder,CO,USA,,
0,HQ,P.O. Box 488,,27588,Wake Forest,NC,USA,39.3996,-84.5615
0,,1832 Franklin Street,,90404,Santa Monica,CA,USA,34.031764,-118.461884
0,,,,V8V 1L1,,,CAN,48.416421,-123.376129
0,,Pier 33 South Embarcadero,Suite 201,94111,San Francisco,CA,USA,37.2906027,-121.9317853
0,Corporate Headquarters,1303 E. Algonquin Road,,60196,Schaumburg,IL,USA,42.027319,-88.079763
0,HQ,3135 Easton Turnpike,,06828,Fairfield,CT,USA,41.216225,-73.2525873
0,,,,,San Francisco,CA,USA,37.775196,-122.419204
0,West Coast,25 Kearny St,Suite 500,94108,San Francisco,CA,USA,37.788266,-122.403865
1,East Coast,1 Camp Street,,02140,Cambridge,MA,USA,42.398424,-71.130297
0,,156 University Ave.,,94301-1605,Palo Alto,CA,USA,37.4441726,-122.1632941
0,,4600 Madison Ave,10th Floor,64112,Kansas City,MO,USA,39.044582,-94.597567
0,Corporate Headquarters,11950 Democracy Drive,Suite 600,20190,Reston,VA,USA,38.9579071,-77.3577568
0,,Presidio of San Francisco,PO Box 29141,94129-0141,San Francicso,CA,USA,,
0,,"350 Brannan Street, 1st Floor",,94107,San Francisco,CA,USA,,
0,,,,,,,USA,37.09024,-95.712891
0,,Radmansgatan 42,,114 99,Stockholm''',,SWE,59.3412176,18.0614125
0,,80 Ottawa Ave NW,Ste 310,,Grand Rapids,MI,USA,42.964911,-85.6704213
0,Corporate Office,3150 139th Avenue SE,,98005,Bellevue,WA,USA,47.58181,-122.154837
0,Headquarters,661 Mass Ave,Suite 10,02476,Arlington,MA,USA,42.4159418,-71.1543315
0,,400 Spear St,Suite 205,94105,San Francisco,CA,USA,37.788827,-122.38944
0,,2107 Dwight Way Suite 107,,94704,Berkeley,CA,USA,37.864256,-122.26694
0,,257 Castro Street,Suite 200,94041,Mountain View,CA,USA,37.392962,-122.079114
0,,530 University Ave,,94303,Palo Alto,CA,USA,37.550954,-122.315396
0,,140 Science Park,Milton Road,CB4 0GF,Cambridge,,GBR,,
1,,5350 South Rosyln Street Suite 210,Greenwood Village,80111,Denver,CO,USA,,
0,,1760 Frankfort Avenue,,40206,Louisville,KY,USA,38.257035,-85.717393
0,,120 Moorgate,,EC2M 6UR,London,,GBR,51.500152,-0.126236
0,,17 Newcastle dr,,03060,Nashua,NH,USA,42.710437,-71.44698
0,,,,31000,Tolouse,,FRA,43.604071,1.434685
0,,,,30605,Athens,GA,USA,33.90886,-83.324521
0,,3900 N. Capital of Texas Highway,,78746,Austin,TX,USA,30.384453,-97.709809
0,,"7400 W. 132nd Street, Suite 300",,66213,Overland Park,KS,USA,38.89055,-94.671644
0,,Business Innovation Centre,Binley Business Park,CV7 9GX,Coventry,,GBR,,
0,HQ,The Landmark @ One Market Street,Suite 300,94105,San Francisco,CA,USA,,
0,,8345 NW 66TH ST #5504,,33166-2626,Miami,FL,USA,25.8334637,-80.3330554
0,,Str I.L.Caragiale 4/51,,76375,Baia Mare,,ROM,,
0,,11654 Plaza America Drive,Suite 636,20190,Reston,VA,USA,38.9530391,-77.3479238
0,,,,,,VA,USA,38.003376,-79.420926
0,,707 Grant St,Suite 1200,15219,Pittsburgh,PA,USA,40.442297,-79.994908
0,,,,,Ramat Gan,,ISR,,
0,,,,96817,Honolulu,HI,USA,21.338849,-157.837351
0,,101 N. Chestnut Street,,27101-4066,Winston Salem,NC,USA,36.09506,-80.241433
0,,"8335 Sunset Blvd., Suite 321",,90069,West Hollywood,CA,USA,34.096359,-118.371279
0,,"Ronda de Sant AntonÃ£, 51, 1o 2a",,08011,Barcelona,,ESP,41.383182,2.163697
0,,"2324 Eastlake Ave. East, Suite 300",,98102,Seattle,WA,USA,,
0,,,,,Amsterdam,,NLD,52.373812,4.890951
0,,6227 Eagle Drive,,V0N 1B6,Whistler,,CAN,50.123306,-122.96391
0,,12854 NE 117th St.,,98034,Kirkland,WA,USA,47.704875,-122.187925
0,,Two Penn Center,Suite 200,19102,Philadelphia,PA,USA,39.952229,-75.162644
0,,1 Alexander St.,,V6A 1B2,Vancouver,,CAN,49.285173,-123.095238
0,HQ,"2107 Elliott AVenue,",Suite 208,98121,Seattle,WA,USA,47.6064,-122.3308
0,,7414 Hollister Avenue,,93117,Goleta,CA,USA,34.431454,-119.855405
0,,34 Crosby Drive,,01730,Bedford,MA,USA,40.562967,-74.332355
0,,PO Box 27501,,90027,Los Angeles,CA,USA,34.128046,-118.289065
0,,2 Celosia Place,Loftus,2232,Sydney,,AUS,-34.054416,151.039775
0,,359 N. 17th St.,,95112,Sam Jose,CA,USA,37.349317,-121.878844
0,,289 S. San Antonio Road,suite 205,94022,los altos,CA,USA,37.377624,-122.113773
0,,1605 Boylston Avenue,Ste. 301,98122,Seattle,WA,USA,47.615313,-122.323408
0,,,,94501,Alameda,CA,USA,37.773545,-122.278487
0,,93 S Jackson St #59318,,98104-2818,Seattle,WA,USA,47.599136,-122.334393
0,,32 Cooper Square,Fl2,10003,,NY,USA,40.757929,-73.985506
0,,,jj,98103,Seattle,WA,USA,47.650674,-122.349863
0,,3 road 163 hadayek el maadi,,11431,cairo,,EGY,,
0,,1381 9th Ave,,,San Francisco,CA,USA,37.762512,-122.46649
0,,,,95117,San Jose,CA,USA,37.312676,-121.965784
1,Malaysia,Wisma BU8,,47800,bandar utama,,MYS,,
0,,,,,,CA,USA,37.269175,-119.306607
0,Head Office,174 Spadina Ave,Suite 302,M5T 2C2,"Toronto, ON",,CAN,,
1,New York,1133 Broadway,Suite 901,10010,New York,NY,USA,,
0,HQ,210 Elizabeth Street,Fourth Floor,10012,New York,NY,USA,40.757929,-73.985506
0,HQ,22010 Broderick Dr.,Creative Center 1,20166,Dulles,VA,USA,39.006988,-77.447612
0,,45 Grasswren Way,,5095,Mawson Lakes,,AUS,-34.819499,138.612894
0,,"2300 Yonge Street, Suite 1906",,M4P 1E4,Toronto,,CAN,43.706849,-79.398345
0,,,,,Marin,CA,USA,,
0,,,,,London,,GBR,51.500152,-0.126236
0,,,,98109,Seattle,WA,USA,47.634444,-122.3419
0,,"ClayValet, Inc.",1631 Belmont Ave #1,98122,Seattle,WA,USA,,
0,Corporate Office,16530 Ventura Blvd,Suite 502,91436,Encino,CA,USA,34.09846,-118.332885
0,HQ,10315 Professional Circle,Suite 100,89521,Reno,NV,USA,,
0,,,,22209,,VA,USA,38.892914,-77.072571
0,,2033 Sixth Avenue,Suite 331,98121,Seattle,WA,USA,47.680496,-122.120938
0,,"601, First Floor, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",,560008,Bangalore,,IND,12.933644,77.628576
0,,2 Gold Street #710,,10038,New York,NY,USA,40.707253,-74.007413
0,,4043 N Ravenswood ave,suite 106,60613,chicago,IL,USA,41.955054,-87.673059
0,HQ,Sikka Software Corp.,"830 Hillview Court, Suite 290",95035,Milpitas,CA,USA,,
0,,,,,Doha,,QAT,25.2948,51.5082
0,,Jl. Kemandoran No. 40-42 Pekayon Jaya,Bekasi Selatan,17148,Bekasi,,IDN,,
0,,576 Fifth Avenue,,10036,New York,NY,USA,40.756662,-73.979038
0,,"1841 Page Mill Road, G-2",,94304,Palo Alto,CA,USA,37.407752,-122.154565
0,HQ,Pier One Bay Three,,94111,San Francisco,CA,USA,,
0,HQ,,,,Woodbridge,,GBR,,
0,,194 Yeoman Close,,IP1 2QB,Ipswich,,GBR,,
0,,26081 Merit Circle,Unit 119,92653,Laguna Hills,CA,USA,33.5740538,-117.6745263
0,Global HQ,1 Innovation Close,York Science Park,YO10 5ZD,York,,GBR,53.949714,-1.045716
1,North American HQ,"Suite 170, 420 Stevens Ave",Solana Beach,92075,San Diego,CA,USA,,
0,HQ,601 Van Ness Ave. E3-723,,94102,San Francisco,CA,USA,,
0,,12 New Road,,SO140AA,Southampton,,GBR,,
0,,,,30377,Atlanta,GA,USA,33.7486,-84.3884
0,,Westerkade 18,,3511 HB,Utrecht,,NLD,52.0799794,5.1230002
0,,Rozewska 18,,81-055,Gdynia,,POL,54.538851,18.467386
0,,,,,South San Francisco,CA,USA,37.65466,-122.40788
0,,,,,San Francisco,CA,USA,37.7466655,-122.4428064
0,,"Room 508, Mui Wo Building",Mui Wo,HK,Lantau Island,,HKG,22.266141,113.99790899999999
0,,,,43007,Wuhan,WI,USA,,
0,,299 Broadway,12th Floor,10007,New York,NY,USA,40.715145,-74.005897
0,,222 Sutter Street,Suite 450,94108,San Francisco,CA,USA,37.790032,-122.404488
0,San Francisco Office,"501 2nd Street, Ste 550",,94107,San Francisco,CA,USA,,
0,,305 Palombi Ct,,08816,East Brunswick,NJ,USA,40.407946,-74.411658
0,,"BC-3, Atrium Business Center,","Coles Road, Frazer Town,",560005,Bangalore,,IND,,
0,,408 Grand Avenue,,11238,Brooklyn,NY,USA,40.684257,-73.961981
0,HQ,"11030 CirclePoint Road, Suite 350",,80020,Westminster,CO,USA,39.89674,-105.07359
0,,,,,Cambridge,MA,USA,42.375392,-71.118487
0,,200 â€“ 4401 Still Creek Drive,,V5C 6G9,Burnaby,,CAN,49.2604154,-123.007518
0,,600 W Chicago,Suite 830,60622,Chicago,IL,USA,41.896499,-87.643622
0,,10777 Main St.,Suite 203,98004,Bellevue,WA,USA,47.6097449,-122.196699
0,MyNewPlace,"360 3rd Street,",Suite 450,94107,San Francisco,CA,USA,,
0,,1557 S. Beverly Glen Blvd.,#206,90024,Los Angeles,CA,USA,34.059721,-118.425401
0,,3701 Market Street,4th Floor,19104,Philadelphia,PA,USA,39.9564403,-75.1961715
0,Mixbook Global HQ,409 Sherman Ave,,94306-1827,Palo Alto,CA,USA,37.383844,-121.918319
0,,58 Elm Drive,,M32 9AR,Manchester,,GBR,53.443183,-2.318142
0,,330 Townsend Street,Suite 220,94107,San Francisco,CA,USA,37.776467,-122.395792
0,,5750 Wilshire Boulevard,Suite 560,90036,Los Angeles,CA,USA,34.062253,-118.3543243
0,HQ,4314 Admirality Way,1124 C,90291,Marina Del Rey,CA,USA,,
0,,10 Dunham Lane,,01720,Acton,MA,USA,42.445825,-71.434135
0,,10200 SW Greenburg Rd,Suite 475,97223,Portland,OR,USA,45.446475,-122.773646
0,,11030 CirclePoint Road Suite 350,,80020,Westminster,CO,USA,39.89674,-105.07359
0,,Hofgasse 3,,4020,Linz,,AUT,48.305996,14.285917
0,US Headquarters,"703 Market St., Ste. 350",,"CA, 94103",San Francisco,CA,USA,,
1,European Headquarters,Taubenstr. 24-25,,10117,Berlin,,DEU,52.5131826,13.3941489
0,,,,12572,New York,NY,USA,40.75033,-73.968173
0,,475 Anton Blvd.,,92626,Costa Mesa,CA,USA,33.689171,-117.874221
0,,1804 Embarcadero Rd.,,94303,Palo Alto,CA,USA,37.451255,-122.117133
0,,221 King Street,Suite 222,94107,San Francisco,CA,USA,37.7776778,-122.3921102
0,,,,,San Francisco,CA,USA,37.775196,-122.419204
0,HQ,655 4th Street,2nd Floor,94107,San Francisco,CA,USA,,
0,,625 East Technology Avenue,Suite B2300,84097,Orem,UT,USA,40.32462,-111.679755
0,,,,,Toronto,,CAN,43.670233,-79.386755
0,,P.O. Box 3067,,98009,Bellevue,WA,USA,47.6106,-122.1997
0,,1631 Inglis Ln,,,San Jose,CA,USA,37.244187,-121.9053
0,,3017 Douglas Blvd.,Suite 300,95661,Roseville,CA,USA,38.744194,-121.234636
0,,4616 25th Ave NE,PMB 569,98105,Seattle,WA,USA,47.66274,-122.300863
0,,39 East 30th Street,,10016,New York,NY,USA,40.744837,-73.983843
0,,76 Ninth Avenue,4th Floor,10011,New York,NY,USA,40.741089,-74.001526
0,,,,33435,,FL,USA,26.524058,-80.064158
0,,,,94111,San Francisco,CA,USA,37.798853,-122.398599
0,World Headquarters,149 South Barrington Ave.,#710,90049,Los Angeles,CA,USA,34.064629,-118.469316
0,,PO Box 9267,,98109-9267,Seattle,WA,USA,47.634444,-122.3419
0,,,,94070,San Carlos,CA,USA,37.494965,-122.267654
0,,34/1 Crescent Road,,560 001,Bangalore,,IND,,
0,,5 rue Blanchemaille,,59100,Roubaix,,FRA,50.694712,3.165225
0,,4 Elder Street,,E1 6BT,London,,GBR,51.5220072,-0.0766034
0,,8 Oholiav ST,,52522,Ramat Gan,,ISR,,
0,Head Quarter,Evoma Business Center,KR Puram,560049,Bangalore,,IND,,
0,,Sandstrasse 33,,80335,Munich,,DEU,48.124827,11.556452
1,,Victoria House,64 Paul Street,EC2A 4NA,London,,GBR,51.5248598,-0.0836311
2,,Suite 11-02 Chinachem Hollywood Center,1-13 Hollywood Road,Central,Hong Kong,,HKG,22.2799907,114.1587983
3,,Le Tank,50 rue de Montreuil,75011,Paris,,FRA,48.857993,2.381153
0,,PO Box 1094,,14231,Williamsville,NY,USA,42.9241,-78.8144
0,,134 W. 37th Street,7th Floor,10018,New York,NY,USA,40.752325,-73.988477
0,,2160 Satellite Blvd.,Suite 130,30097,Duluth,GA,USA,33.984004,-84.092596
0,HQ,GroÃŸer Burstah 50-52,,20457,Hamburg,,DEU,53.54598,9.987181
1,UK office,3rd Floor,95 New Cavendish Street,,London W1W 6XF,,GBR,,
0,,154 Alfred Road,,04043,Kennebunk,ME,USA,43.407099,-70.5745187
0,,Herengracht 498,,1017CB,Amsterdam,,NLD,52.365001,4.8929030000000004
0,,2101 4th Ave,STE 1800,98121,Seattle,WA,USA,47.613896,-122.3413
1,,1011 W 5th Street #300,,78703,Austin,TX,USA,,
0,GumGum,1207 4th Street,Suite 400A,90401,Santa Monica,CA,USA,34.052187,-118.243425
0,Headquarters,875 Howard St,Fifth Floor,94103,San Francisco,CA,USA,37.78691,-122.404403
1,New York Office,841 Broadway,8th Floor,10003,New York,NY,USA,40.7343617,-73.9910647
2,Boulder Office,1701 Pearl Street,,80302,Boulder,CO,USA,40.019376,-105.273311
0,,645 rue Wellington suite #214,,,,,CAN,45.4989683,-73.5551499
0,,13600 N 80th pl,,85260,Scottsdale,AZ,USA,33.610015,-111.907962
0,,130 W. Union,,91103,Pasadena,CA,USA,34.146436,-118.153136
0,,333 Twin Dolphin Drive Suite 340,,94065,Redwood City,CA,USA,37.522281,-122.258139
0,HQ,Triangle House 20th Floor,22 Riebeek Street,,"Cape Town,Western Cape",,ZAF,,
0,,,,94117,San Francisco,CA,USA,45.6667514,-122.4721542
0,,,,,Shanghai,,CHN,31.222222,121.475
0,,,,,Shanghai,,CHN,31.222222,121.475
0,Toronto Office,"579 Richmond St. W, Suite 100",,M5V 1Y6,Toronto,,CAN,43.646599,-79.403014
1,Headquarters,404 Park Ave South,2nd floor,10016,New York,NY,USA,40.743662,-73.984268
2,New York Headquarters,404 Park Ave South,2nd floor,10016,New York,NY,USA,40.743662,-73.984268
0,Headquarters,Tas-Sellum Residence 612,Tunnara Promenade,MLH,Mellieha,,MLT,,
0,HeadQuarters,Galgalei Haplada 11,POB 12611,46911,Hertzelia,,ISR,,
1,International Office,505 Montgomery St,11th Floor,94111,San Francisco,CA,USA,,
0,,,,,San Francisco,CA,USA,37.775196,-122.419204
0,,,,78701,Austin,TX,USA,30.2672,-97.742306
0,,,,78701,Austin,TX,USA,30.2672,-97.742306
0,,Stolzestr. 46,,30171,Hannover,,DEU,52.3653872,9.7580413
0,Headquarters,25 Drydock Ave,5th Floor,02210,Boston,MA,USA,42.36638,-71.093601
1,New York Sales Office,733 Third Ave,"15th Floor, Suite 1517",10017,New York,NY,USA,,
2,Chicago Sales Office,320 W. Ohio,#3W,60654,Chicago,IL,USA,,
0,,,,10012,New York,NY,USA,40.725568,-73.998208
0,,,,,Santa Cruz,CA,USA,36.977905,-122.03336
0,,1404 goodale blvd,suite 100,43212,columbus,OH,USA,39.976837,-83.042051
0,,,,,Mountain View,CA,USA,37.400465,-122.073003
0,,2121 N. California,Blvd. #600,94596,Walnut Creek,CA,USA,37.909193,-122.067065
0,,210 S B Street,,94401,San Mateo,CA,USA,37.566123,-122.323045
0,,210 S B Street,,94401,San Mateo,CA,USA,37.566123,-122.323045
0,,24 Thorndike St.,,02141,Cambridge,MA,USA,42.369473,-71.078843
0,,7140 South Lewis Avenue,,74136,Tulsa,OK,USA,36.0592598,-95.957865
0,,,,,Seattle,WA,USA,47.620716,-122.347533
0,Headquarters,,,,Portland,ME,USA,43.65467,-70.262434
0,,,,,,,AUS,-25.274398,133.775136
0,,3101 Hillsborough St,,26707,Raleigh,NC,USA,35.789249,-78.678443
0,,,,,Chicago,IL,USA,,
0,,,,,,,USA,37.09024,-95.712891
0,,311 Elm Street,Suite 200,45202,Cincinnati,OH,USA,39.098753,-84.5163108
0,,373 Park Avenue S,,10016,New York,NY,USA,37.125766,-84.07986
0,,35 Miller Avenue #227,,94941,Mill Valley,CA,USA,37.905544,-122.547445
0,,137 Varick Street,Floor 8,10013,New York,NY,USA,40.725883,-74.006196
0,,411 7th Avenue,Suite 575,15219,Pittsburgh,PA,USA,40.442796,-79.996384
0,,2890 Zanker Road,STE 200,95054,San Jose,CA,USA,37.395923,-121.92902
0,,5 Third St. #505,,94103,San Francisco,CA,USA,37.7876175,-122.4033943
0,,1011 W. Fifth Street,Suite 300,78703,Austin,TX,USA,,
0,,3801 S. Capital of Texas Highway #150,,78704,Austin,TX,USA,30.242865,-97.798398
0,,95 Westlake Rd.,Suite 205,24101,Hardy,VA,USA,37.1291828,-79.7506459
0,,3801 S. Capital of Texas Highway,Suite 150,78704,Austin,TX,USA,30.242865,-97.798398
0,,4255 S Buckley Rd,,80013-2951,Aurora,CO,USA,,
0,,6930 Casa Loma Ave,,75214,Dallas,TX,USA,32.812748,-96.739399
0,,103 Mountain Brook Blvd.,,35758,Madison,AL,USA,,
0,HQ,10300 West Charleston Blvd,Suite #13-131,89135,Las Vegas,NV,USA,,
0,Viacom Headquarters,1515 Broadway,,10036,New York,NY,USA,40.7577017,-73.9858165
1,Paramount Headquarters,5555 Melrose Ave,,90038,Hollywood,CA,USA,,
0,,2160 Gold Street,P.O. Box 2160,95002-2160,Alviso,CA,USA,37.4190653,-121.9741983
0,,100 Winchester Circle,,95032,Los Gatos,CA,USA,37.25142,-121.968687
0,Headquarters,5140 W Goldleaf Circle,3rd Floor,90056,Los Angeles,CA,USA,33.988735,-118.368871
1,New York Office,460 Park Ave South,9th Fl,10016,New York,NY,USA,,
2,Chicago Office,33 N. Dearborn,Suite 1200,60602,Chicago,IL,USA,,
3,Toronto Office,69 Yonge Street,Suite 800,M5E1K3,Toronto,,CAN,,
4,San Francisco Office,244 Jackson Street,4th Fl,91411,San Francisco,CA,USA,,
5,Sydney Office,Level 31 RBS Tower,88 Phillip St.,NSW 2000,Sydney,,AUS,,
6,London Office,"Suite 30,",19/20 Noel St.,W1F 8GW,London,,GBR,,
7,Montreal Office,1000 de la Gauchetiere Street West,Suite 2400,H3B-4W5,Montreal,,CAN,,
0,,Heemraadssingel 70,,3021 DD,Rotterdam,,NLD,51.919413,4.45585
0,,172 Jinxian Lu,,200020,Shanghai,,CHN,,
0,,4250 Executive Square Ste. 770,,92037,La Jolla,CA,USA,32.874543,-117.214722
0,,191 Sklar Street,,92694,Ladera Ranch,CA,USA,33.551221,-117.632731
0,,,,,,,USA,37.09024,-95.712891
0,,,,,Tel Aviv,,ISR,32.0554,34.7595
0,,123 E. San Carlos,#464,95112,San Jose,CA,USA,37.332828,-121.884399
0,,1259 El Camino Real,,94025,Menlo Park,CA,USA,37.454701,-122.1853756
0,HQ,2607 7th Street,Suite D,94710,Berkeley,CA,USA,37.872222,-122.268403
1,SF,665 3rd Street,,94107,San Francisco,CA,USA,,
2,NY,307 7th Ave,Suite 1807,10001,New York,NY,USA,,
3,LA,525 Broadway,Suite 210,90401,Santa Monica,CA,USA,,
0,,54 W 21st St,11th Floor,10010,New York,NY,USA,,
0,,411 Borel Avenue,Suite 101,94402,San Mateo,CA,USA,37.548482,-122.320534
0,,4807 Spicewood Springs Road,"Building 2, Suite 410",78759,Austin,TX,USA,30.379593,-97.765313
0,,9255 Sunset Blvd. Suite 1010,,90069,West Hollywood,CA,USA,34.090228,-118.393843
0,,4800 N. Scottsdale Rd.,,00202,Scottsdale,CA,EGY,33.5060338,-111.9261618
0,,"2 & 3,21st main",BSK 2nd stage,560070,Bangalore,,IND,35.929723,139.605025
0,UK Headquarters,"South Wing, Waterfront Chancellors Road Hammersmith Embankment",,W6 9HP,London,,GBR,52.4624161,1.696829
0,,,,07079,,NJ,USA,40.748895,-74.258602
0,HQ,,,,Cupertino,CA,USA,,
0,HQ,Carl Gustavs Gade 3,,2630,Taastrup,,DNK,,
0,HQ,Kalvebod Brygge 1-3,,1780,Copenhagen,,DNK,,
0,,2250 Hall Place NW,,20007,Washington,DC,USA,38.920066,-77.072331
0,,10 Milk Street,Suite 820,02108,Boston,MA,USA,42.358283,-71.061688
0,,10 Lynn Fells Parkway,,02176,Melrose,MA,USA,42.461373,-71.079117
0,HQ Los Angeles,9570 W. Pico Blvd 3rd Floor,,90035,Los Angeles,CA,USA,37.446823,-122.161523
1,,9606 S. Santa Monica Blvd,2nd Floor,90210,Beverly Hills,CA,USA,34.0698494,-118.4054182
0,,2751 E.Chapman Ave #204,,92831,Fullerton,CA,USA,33.874609,-117.881607
0,,3101 Park Blvd,,94306,Palo Alto,CA,USA,37.425168,-122.136248
0,,,,,North Miami Beach,FL,USA,25.929683,-80.168256
0,Headquarters,6th Floor,2o Broadwick Street,W1F 8HT,London,,GBR,,
1,Stockholm Office,Kungsbroplan 1,P.O. Box 7222,10389,Stockholm,,SWE,59.3345588,18.0593461
0,,,,,,,CHN,35.86166,104.195397
0,,,,,,,ISR,31.046051,34.851612
0,,22 Carriage Way,,08510,Millstone Township,NJ,USA,40.219214,-74.370313
0,,1901 60th Place,L6554,34203,Bradenton,FL,USA,27.434873,-82.580968
0,Postal,PO Box 14031,Mowbray,7705,Cape Town,,ZAF,,
0,,,,08530,Lambertville,NJ,USA,40.363934,-74.896109
0,,Chuo-ku,,,Tokyo,,JPN,,
0,,,,400053,Mumbai,,IND,,
0,HQ,185 Berry Street,Suite 6500,94107,San Francisco,CA,USA,37.7759675,-122.3931128
0,Corporate Headquarters,2215 Bridgepointe Parkway,Suite 400,94404,San Mateo,CA,USA,37.560781,-122.284114
0,,22 Carriage Way,,08510,Millstone Township,NJ,USA,40.219214,-74.370313
0,,,,,Stockholm,,SWE,59.332788,18.064488
0,,,,510180,Bei Jing,,CHN,,
0,,M242 Jester,201 East 21st Street,78705,Austin,TX,USA,30.281531,-97.735719
0,,Liverpool Science Park,131 Mount Pleasant,,Liverpool,,GBR,,
0,,235 2nd St,First Floor,94105,San Francisco,CA,USA,37.7862705,-122.3975827
0,HQ,,,,Amman,,JOR,,
0,,,,,Seattle,WA,USA,47.620716,-122.347533
0,,Suite 200,326 West 5th Avenue,V5Y1J5,Vancouver,,CAN,,
1,,,,,Coral Gables,FL,USA,25.705057,-80.271378
0,,"riverbank house, office 212",,SW6 3JD,London,,GBR,,
0,,830 E. Arques Ave.,,94085,Sunnyvale,CA,USA,37.380941,-122.010729
0,Headquarters,885 Woodstock Road,Suite 430-187,30075-2274,Roswell,GA,USA,34.016362,-84.322687
0,Paris,,,,Paris,,FRA,48.856667,2.350987
1,San Francisco,,,94133,San Francisco,CA,USA,,
0,,39 Exchange Street,3rd Floor,04101,Portland,ME,USA,43.657058,-70.253959
0,HQ,2 Circle Star Way,2nd Floor,94070-1350,"San Carlos,",CA,USA,,
0,,4 Pear Tree Court,Clerkenwell,EC1R 0DS,London,,GBR,51.523676,-0.107843
0,Head Office - UK,"3rd Floor, Prospero House",241 Borough High Street,SE1 1GA,London,,GBR,,
1,NetNames USA,55 Broad Street,11th Floor,10004,New York,NY,USA,,
0,,603 W 13TH ST STE 1A,,78701,Austin,TX,USA,30.27646,-97.746387
0,HQ,5550 Scotts Valley Drive,,95066,Scotts Valley,CA,USA,,
0,,1054 de Anza Blvd.,Suite 201,95129,San Jose,CA,USA,37.308591,-122.031476
0,,340 Wall Street,,08542,Princeton,NJ,USA,40.396817,-74.649912
0,,,,,,,CAN,56.130366,-106.346771
0,,330 Townsend St,Suite 1,94107,San Francisco,CA,USA,37.7766587,-122.395875
0,,1600 SW 4th Ave,Suite 400,97201,Portland,OR,USA,,
0,HQ,2391 Zanker Road,Suite 380,95131,San Jose,CA,USA,,
0,,733 Palomar Ave.,,94085,Sunnyvale,CA,USA,37.394723,-122.034634
0,,,,,Los Angeles,CA,USA,,
0,,"Cecilio Metelo, 5",,07003,Palma de Mallorca,,ESP,,
0,,8711 Six Forks Rd,Suite 104-200,27615,Raleigh,NC,USA,35.898459,-78.650931
0,,568 Howard Street,,,San Francisco,CA,USA,37.775196,-122.419204
0,Mailing Address,PO Box 3655,,18106,Allentown,PA,USA,40.58471,-75.588974
1,Office,1005 Brookside Road,Suite 130,18106,Allentown,PA,USA,,
0,Main Office,2650 Oak Street,,48060,Port Huron,MI,USA,,
0,,4800 Montgomery Ave,Suite 150,20814,Bethesda,MD,USA,38.981518,-77.093194
0,,10 place de la madeleine,,75008,Paris,,FRA,48.86931,2.324782
0,,International Press Centre,76 Shoe Lane,EC4A  3PJ,London,,GBR,,
0,,84 Itzhak Rabin Rd.,,53483,Givataym,,ISR,,
0,Headquarters,,,,Minneapolis,MN,USA,44.977482,-93.264351
0,,2591 Wexford Bayne Road,Suite 401,15143,Sewickley,PA,USA,40.61323,-80.101527
0,,111 Speen Street,,01701,Framingham,MA,USA,,
0,HQ,888 7th Avenue,,10106,New York,NY,USA,,
0,,,,,,,CZE,49.817492,15.472962
0,,1159 Sonora Ct,,94086,Sunnyvale,CA,USA,37.371861,-121.999306
0,,3731 Faulkner Dr,#216,68516,Lincoln,NE,USA,40.748578,-96.666242
0,,"404 Park Avenue South,",2nd floor,10016,New York,NY,USA,40.743662,-73.984268
0,HQ,17 Blossom Street,,E1 6PL,London,,GBR,51.5211159,-0.0778345
0,,2100 Geng Road,,94303,Palo Alto,CA,USA,37.451013,-122.120699
0,,11411 33A Ave,,T6J3H2,"Edmonton, Alberta",,CAN,53.4665377,-113.5291728
0,,,,,,FL,USA,,
0,,18 Hurley Street,,02141,Cambridge,MA,USA,42.36787,-71.078258
0,,655 Montgomery Street,Ste. 600,94111,San Francisco,CA,USA,37.795236,-122.403607
0,,275 Grove Street Suite 3-120,,02466,Newton,MA,USA,42.337037,-71.251748
0,,,,,,CA,USA,37.269175,-119.306607
0,,430 Sherman Ave. Ste. 100,,94306,Palo Alto,CA,USA,37.425773,-122.144271
0,,736-54 LS Building 3F,"Yeoksam-dong, Gangnam-gu",135-080,Seoul,,KOR,,
0,New York Office,915 Broadway,Suite 1301,10010,New York,NY,USA,40.752672,-73.97593
1,Chicago Office,180 N. Stetson St.,35th Floor,60601,Chicago,IL,USA,,
2,Santa Monica Office,2812 Santa Monica Blvd.,Ste. 206,90404,Santa Monica,CA,USA,,
0,,48 Boulevard des Batignolles,,75017,Paris,,FRA,48.882647,2.322551
0,,12230 El Camino Real,Suite 300,92130,San Diego,CA,USA,32.936973,-117.240431
0,,2350 Broadway Suite 639A,,10024,New York,NY,USA,40.787783,-73.976413
0,,129 Canalot Studios,222 Kensal Road,W8 5QH,London,,GBR,,
0,,7920 Norfolk Ave,Suite 701,20814,Bethesda,MD,USA,38.9892639,-77.0978424
0,,3001 112th Avenue NHE #206,,98004,Bellevue,WA,USA,,
